,yoji,yj_pos,yj_reading,j1,j1_Index,j1_Strokes,j1_Meanings,j1_Readings,j1_krad,j1_Kanji,j1_Grade,j1_Kanji Classification,j1_JLPT-test,j1_Kanji Frequency with Proper Nouns,j1_Kanji Frequency without Proper Nouns,j1_Symmetry,j2,j2_Index,j2_Strokes,j2_Meanings,j2_Readings,j2_krad,j2_Kanji,j2_Grade,j2_Kanji Classification,j2_JLPT-test,j2_Kanji Frequency with Proper Nouns,j2_Kanji Frequency without Proper Nouns,j2_Symmetry,j3,j3_Index,j3_Strokes,j3_Meanings,j3_Readings,j3_krad,j3_Kanji,j3_Grade,j3_Kanji Classification,j3_JLPT-test,j3_Kanji Frequency with Proper Nouns,j3_Kanji Frequency without Proper Nouns,j3_Symmetry,j4,j4_Index,j4_Strokes,j4_Meanings,j4_Readings,j4_krad,j4_Kanji,j4_Grade,j4_Kanji Classification,j4_JLPT-test,j4_Kanji Frequency with Proper Nouns,j4_Kanji Frequency without Proper Nouns,j4_Symmetry,bg1,bg1_Meanings,bg1_Readings,bg2,bg2_Meanings,bg2_Readings
3015,強行突破,"['n,vs']",きょうこうとっぱ,強,753,11,[' a little over/a little more than powerhouse/one of the biggest/one of the most powerful]'],['きょう'],"['弓', '虫', '厶']",['強'],[2],['会意 Com. Ideographic'],[4],[349571],[347529],['R'],行,2122,6,"[' line (of text)/row/verse carya (austerities) samskara (formations) semi-cursive style (of writing Chinese characters)/running style,', "" going/travelling/traveling/journey/trip act/action bank counter for banks counter for groups or parties of people type of classical Chinese verse (usu. an epic from the Tang period onwards) shopping district (of similar merchants; in the Sui and Tang periods) merchants' guild (in the Tang period)]""]","['ぎょう', 'こう']","['行', '彳']",['行'],[2],['象形 Pictographic'],[5],[750313],[708761],['P'],突,1742,8,[' very/much]'],"['とっ', 'っ']","['穴', '大', '儿', '宀']",['突'],[7],['会意 Com. Ideographic'],[3],[80719],[80715],['S'],破,1671,10,[' (in gagaku or noh) middle section of a song]'],['は'],"['口', '石', '皮', '又']",['破'],[5],['形声 Phonetic'],[3],[85597],[82174],['S'],強行,[' forcing/enforcement forced/enforced]'],['きょうこう'],強行,[' forcing/enforcement forced/enforced]'],['きょうこう']
3016,狂言強盗,['n'],きょうげんごうとう,狂,1512,7,[' (some type of) enthusiast somebody possessed of a (certain kind of) mental abnormality]'],['きょう'],"['王', '犭']",['狂'],[7],['形声 Phonetic'],[1],[11005],[10950],['R'],言,2182,7,[' word/remark/statement]'],['げん'],['言'],['言'],[2],['象形 Pictographic'],[4],[408709],[408580],['P'],強,753,11,[' a little over/a little more than powerhouse/one of the biggest/one of the most powerful]'],['きょう'],"['弓', '虫', '厶']",['強'],[2],['会意 Com. Ideographic'],[4],[349571],[347529],['R'],盗,1625,11,[],[],"['欠', '皿', '冫']",['盗'],[7],['会意 Com. Ideographic'],[3],[31762],[31762],['S'],狂言,[' kyogen/farce presented between noh plays or during the interlude of a noh play kabuki play/kabuki performance make-believe/ruse/trick]'],['きょうげん'],狂言,[' kyogen/farce presented between noh plays or during the interlude of a noh play kabuki play/kabuki performance make-believe/ruse/trick]'],['きょうげん']
3017,名字帯刀,['n'],みょうじたいとう,名,345,6,"[' name/given name title fame/renown/reputation pretext/pretense/justification/appearance,', ' counter for people (usu. seating, reservations and such) first name famous/great name noun]']","['な', 'めい']","['口', '夕']",['名'],[1],['会意 Com. Ideographic'],[5],[291373],[241836],['S'],字,569,6,"[' section of village,', ' character (esp. kanji)/letter/written text handwriting/penmanship the ... word (e.g. ""the L word"" = ""love""),', ' Chinese courtesy name (name formerly given to adult Chinese men, used in place of their given name in formal situations) nickname section of a village]']","['あざ', 'じ', 'あざな']","['子', '宀']",['字'],[1],['会意 Com. Ideographic'],[4],[108230],[103301],['P'],帯,698,10,"[' obi/kimono sash paper wrapper on books, CDs, etc. band/belt/strip cingulum radio or television program broadcast in the same time slot on all or most days,', ' band (e.g. conduction, valence)/belt (e.g. Van-Allen, asteroid, etc.)]']","['おび', 'たい']","['｜', '一', '巾', '冖']",['帯'],[4],['象形 Pictographic'],[2],[68745],[66763],['P'],刀,218,2,[' sword (esp. Japanese single-edged)/katana scalpel chisel/burin/graver knife money (knife-shaped commodity money used in ancient China)]'],['かたな'],['刀'],['刀'],[2],['象形 Pictographic'],[1],[5979],[5496],['P'],名字,[' surname/family name]'],['みょうじ'],名字,[' surname/family name]'],['みょうじ']
3018,常套表現,['n'],じょうとうひょうげん,常,701,11,"[' constant/unchanging/eternal,', ' ordinary/common/usual free of charge unaffected/as is/safe only/merely/just/simply but/however/nevertheless,', ' eternity/permanence/perpetuity Eikyū era (1113.7.13-1118.4.3),', ' usual state of things]']","['とこ', 'ただ', 'えいきゅう', 'つね']","['巾', '口', '⺌', '冖']",['常'],[5],['形声 Phonetic'],[3],[130133],[123080],['R'],套,527,10,[],[],"['大', '長', '厶']",,,,,,,,表,2132,8,"[' surface face (i.e. the visible side of an object) front (of a building, etc.)/obverse side (i.e. ""head"") of a coin outside/exterior appearance public first half (of an inning)/top (of an inning) cover (for tatami mats, etc.) foreground,', ' table/chart/list memorial to an emperor]']","['おもて', 'ひょう']","['衣', '士']",['表'],[3],['会意 Com. Ideographic'],[3],[629796],[628434],['S'],現,1548,11,"[' reality/consciousness,', ' present (e.g. government, administration)/current/existing]']","['うつつ', 'つ', 'げん']","['王', '見']",['現'],[5],['形声 Phonetic'],[3],[506680],[506029],['R'],常套,[' conventionality/triteness]'],['じょうとう'],常套,[' conventionality/triteness]'],['じょうとう']
3019,上手下手,['n'],じょうずへた,上,8,3,"[' above/up/over/elder (e.g. daughter) top/summit/head (e.g. of a staircase) surface before/previous superiority/one\'s superior/one\'s elder on top of that/besides/what\'s more/not only ... but upon (further inspection, etc.)/based on (and occurring after) matters concerning .../as concerns ... since (i.e. ""for that reason"") 10. honorable/venerable 11. place of one\'s superior (e.g. the throne) 12. emperor/sovereign/shogun/daimyo 13. noblewoman (esp. the wife of a nobleman),', ' upper/upward/outer/surface/top,', ' upper reaches (of a river)/upper stream top/upper part/upper half (of the body) long ago beginning/first person of high rank (e.g. the emperor) government/imperial court imperial capital (i.e. Kyoto)/capital region (i.e. Kansai)/region (or direction of) the imperial palace head (of a table) wife/mistress (of a restaurant),', ' from the standpoint of/as a matter of (e.g. fact)/in the field of/being of the type of aboard (a ship or vehicle)/on top of/on/above first volume (e.g. book) superior quality/best/top/high class going up governmental/imperial presenting/showing ana-]']","['うえ', 'うわ', 'かみ', 'じょう']","['一', '卜']",['上'],[1],['指事 Ideographic'],[5],[862397],[739020],['S'],手,919,4,"["" hand/arm forepaw/foreleg handle hand/worker/help trouble/care/effort means/way/trick/move/technique/workmanship hand/handwriting kind/type/sort one's hands/one's possession 10. ability to cope 11. hand (of cards) 12. direction 13. move (in go, shogi, etc.)]""]",['て'],['手'],['手'],[1],['象形 Pictographic'],[4],[761851],[736309],['S'],下,9,3,"["" below/down/under/younger (e.g. daughter) bottom beneath/underneath just after/right after inferiority/one's inferior (i.e. one's junior) trade-in preliminary/preparatory,"", "" under (guidance, supervision, rules, the law, etc.) under (a flag, the sun, etc.)/beneath with (e.g. one blow)/on (the promise, condition, assumption, etc. that ...)/in (e.g. the name of) (somebody's) side/(somebody's) location,"", ' lowness (of degree, value, etc.)/inferiority second volume (of two)/third volume (of three),', ' lower reaches (of a river) bottom/lower part lower half (of the body, esp. the privates)/feces (faeces)/urine/menses end/far from the imperial palace (i.e. far from Kyoto, esp. of western Japan) dirty (e.g. dirty jokes, etc.),', ' under (influence, control, conditions, etc. of)/during (war, occupation, etc.)]']","['した', 'もと', 'げ', 'しも', 'か']","['｜', '一', '卜']",['下'],[1],['指事 Ideographic'],[5],[390613],[328608],['S'],手,919,4,"["" hand/arm forepaw/foreleg handle hand/worker/help trouble/care/effort means/way/trick/move/technique/workmanship hand/handwriting kind/type/sort one's hands/one's possession 10. ability to cope 11. hand (of cards) 12. direction 13. move (in go, shogi, etc.)]""]",['て'],['手'],['手'],[1],['象形 Pictographic'],[4],[761851],[736309],['S'],上手,"[' skillful/skilled/proficient/good (at)/adept/clever flattery,', "" upper part upper stream/upper course of a river right side of the stage (audience's or camera's POV)/stage left (actor's POV) skillful (in comparisons)/dexterity over-arm grip on opponent's belt]""]","['じょうず', 'うわて']",上手,"[' skillful/skilled/proficient/good (at)/adept/clever flattery,', "" upper part upper stream/upper course of a river right side of the stage (audience's or camera's POV)/stage left (actor's POV) skillful (in comparisons)/dexterity over-arm grip on opponent's belt]""]","['じょうず', 'うわて']"
3020,罪状明白,"['n,adj-na']",ざいじょうめいはく,罪,1886,13,"[' crime/sin/wrongdoing/indiscretion penalty/sentence/punishment fault/responsibility/culpability thoughtlessness/lack of consideration,', ' crime]']","['つみ', 'ざい']","['罒', '非']",['罪'],[5],['会意 Com. Ideographic'],[3],[80769],[80769],['P'],状,1511,7,"[' form/shape/appearance state/condition/circumstances letter/correspondence,', ' Mr./Mrs./Miss/Ms. makes a word more polite (usu. in fixed expressions) state/situation/appearance/manner]']","['じょう', 'さま']","['犬', '爿']",['状'],[5],['形声 Phonetic'],[3],[150338],[150301],['P'],明,1087,8,"[' vidya (wisdom) mantra the coming (July 4, etc.),', ' brightness discernment/insight/an eye (for) eyesight/vision nth year in the Meiji era (1868.9.8-1912.7.30),', ' Ming dynasty (China, 1368-1644),', ' clearly/brightly cleanly/purely]']","['みょう', 'めい', 'みん', 'さや']","['月', '日']",['明'],[2],['会意 Com. Ideographic'],[4],[626629],[512392],['S'],白,1613,5,"[' white innocence/innocent person blank space white go stone white dragon tile skewered grilled pig intestine,', ' white unseasoned/undyed/unaltered very much/precisely playing dumb unfeigned/honest/diligent,', "" white striped mullet fry (Mugil cephalus) speech/one's lines white dragon tile winning hand with a pung (or kong) of white dragon tiles white person/Caucasian Belgium]""]","['しろ', 'しら', 'はく']",['白'],['白'],[1],['象形 Pictographic'],[5],[129369],[104138],['R'],罪状,[' (nature of a) crime/(criminal) charge]'],['ざいじょう'],罪状,[' (nature of a) crime/(criminal) charge]'],['ざいじょう']
3021,冗談半分,['n'],じょうだんはんぶん,冗,198,4,[' waste/uselessness/redundance]'],['じょう'],"['冖', '几']",['冗'],[7],['会意 Com. Ideographic'],[1],[2373],[2373],['R'],談,2228,15,[' talk/story/conversation]'],['だん'],"['火', '言']",['談'],[3],['形声 Phonetic'],[3],[135061],[129173],['P'],半,291,5,[' half/semi- half-past odd number unit of land area (595.8 m^2)]'],['はん'],"['｜', '二', '并', '十']",['半'],[2],['象形 Pictographic'],[5],[210130],[199172],['R'],分,220,4,"[' minute (unit of time) fun (one tenth of a monme,787 grains),', ' one-tenth/one percent (one-tenth of a wari)/3 mm (one-tenth of a sun)/2.4 mm (one-tenth of a mon, a traditional unit used to measure shoe sizes)/0.1 degree (one-tenth of a do, used to measure body temperature on any temperature scale) one-quarter of a ryō (obsolete unit of currency) thickness advantageous circumstances one-tenth of a monme of silver,', ' part/portion/share amount/worth (as in ""two days\' worth"")/enough (for) one\'s means/one\'s place/one\'s lot/one\'s social position one\'s duty/one\'s part condition/state (of affairs)/extent/rate (as in ""at this rate"") in proportion to/just as much as/to the same degree content (e.g. alcohol)/percentage equivalent to (e.g. an old brother)]']","['ふん', 'ぶ', 'ぶん']","['刀', 'ハ']",['分'],[2],['会意 Com. Ideographic'],[5],[842519],[823138],['S'],冗談,[' jest/joke/funny story]'],['じょうだん'],冗談,[' jest/joke/funny story]'],['じょうだん']
3022,小身微禄,"['n,adj-no']",しょうしんびろく,小,630,3,"[' smallness/small item short month (i.e. having fewer than 31 days) elementary school smaller (of two things, places, etc. with the same name)/inferior younger (of two people with the same name)/junior unit of field area (approx. 400 sq m),', ' small/little/slight slightly less than/just about somewhat/somehow minor/petty,', ' small/narrow familiar prefix slightly/a bit,', ' small/little, ぐゎー', ' small/little/dear,', ' narrow/thin]']","['しょう', 'こ', 'お', 'ささ', 'ぐゎ', 'さ']",['小'],['小'],[1],['象形 Pictographic'],[5],[493785],[227697],['R'],身,2345,7,"["" body oneself one's place/one's position main part/meat (as opposed to bone, skin, etc.)/wood (as opposed to bark)/blade (as opposed to its handle)/container (as opposed to its lid),"", ' (dead) body/corpse]']","['み', 'むくろ']",['身'],['身'],[3],['象形 Pictographic'],[3],[164014],[162915],['P'],微,784,13,[' minuteness one millionth]'],['び'],"['山', '彳', '攵']",['微'],[7],['形声 Phonetic'],[1],[15137],[15122],['R'],禄,1702,12,[' stipend/reward]'],['ろく'],"['ヨ', '水', '礻', '隶']",,,,,,,,小身,[' humble position]'],['しょうしん'],小身,[' humble position]'],['しょうしん']
3023,大漁貧乏,['n'],たいりょうびんぼう,大,513,3,"[' large/big/great/major/important/serious/heavy/loud older/senior final/ultimate rough/broad/general,', ' large/big/great/huge/vast/major/important/serious/severe great/prominent/eminent/distinguished -sized/as big as/the size of university large (e.g. serving size)/large option long month (i.e. having 31 days),', ' great/grand/large greater (of equal court ranks)/upper/senior a great deal/very much,', ' greater (of equal court ranks)/upper/senior a great deal/very much,', ' nth year in the Taishō era (1912.7.30-1926.12.25)]']","['おお', 'だい', 'おおき', 'き', 'おおい', 'い', 'たい']",['大'],['大'],[1],['象形 Pictographic'],[5],[1825235],[1224358],['R'],漁,1412,14,"[' fishing/gathering seafood (e.g. clams, seaweed) catch (e.g. of fish)/haul,', ' fishing/collecting shells fisherman]']","['りょう', 'すなどり', 'り']","['魚', '氵', '田', '灬']",['漁'],[4],['形声 Phonetic'],[2],[20101],[19912],['R'],貧,2274,11,[' poverty/penury/want/need insufficiency/shortage/deficiency]'],['ひん'],"['貝', '目', '刀', 'ハ']",['貧'],[5],['会意 Com. Ideographic'],[3],[16085],[16085],['R'],乏,24,4,[],[],"['ノ', '乙', '丶', '亠']",['乏'],[7],['象形 Pictographic'],[1],[6046],[6046],['P'],大漁,[' big catch (fishing)/good haul]'],['たいりょう'],大漁,[' big catch (fishing)/good haul]'],['たいりょう']
3024,目玉商品,['n'],めだましょうひん,目,1631,5,"[' eye/eyeball eyesight/sight/vision look/stare/gaze/glance notice/attention/observation/eyes (of the world, public, etc.) an experience viewpoint discrimination/discernment/judgement/eye (e.g. for quality) appearance chance to succeed/possibility 10. spacing (between crossed strands of a net, mesh, etc.)/opening/stitch/texture/weave 11. grain (of wood) 12. eye (of a storm, needle, etc.) 13. intersection (on a go board)/square (on a chess board) 14. dot (on a dice)/pip/rolled number 15. graduation/division (of a scale) 16. tooth (of a saw, comb, etc.) 17. ordinal number suffix 18. somewhat/-ish 19. point (e.g. of change),', ' order item (of a budget revision, etc.) counter for go pieces/counter for surrounded positions (in go)]']","['め', 'もく']",['目'],['目'],[1],['象形 Pictographic'],[4],[510537],[503519],['P'],玉,1541,5,"[' ball/sphere/globe/orb bead (of sweat, dew, etc.)/drop/droplet ball (in sports) pile (of noodles, etc.) bullet bulb (i.e. a light bulb) lens (of glasses, etc.) bead (of an abacus) ball (i.e. a testicle) 10. gem/jewel (esp. spherical; sometimes used figuratively)/pearl 11. female entertainer (e.g. a geisha) 12. person (when commenting on their nature)/character 13. item, funds or person used as part of a plot 14. egg 15. coin 16. precious/beautiful/excellent,', ' precious stone (esp. jade) egg (sometimes esp. as a sushi topping) stock or security being traded/product being bought or sold position (in finance, the amount of a security either owned or owed by an investor or dealer) geisha time charge for a geisha king (of the junior player)]']","['たま', 'ぎょく']","['王', '丶']",['玉'],[1],['象形 Pictographic'],[2],[86790],[30588],['S'],商,396,11,"[' quotient dealing/dealer/store second degree (of the Japanese and Chinese pentatonic scale) Shang dynasty (China, approx. 1600-1046 BCE)/Yin dynasty]']",['しょう'],"['口', '并', '立', '亠', '儿', '冂']",['商'],[3],['会意 Com. Ideographic'],[3],[106813],[93620],['R'],品,381,9,"[' article/item/thing/goods/stock quality flirtatiousness/coquetry,', ' court rank level/grade chapter/section/volume,', ' elegance/grace/refinement/class/dignity article/item counter for items (of food, etc.)/counter for dishes or courses (at a restaurant)]']","['しな', 'ほん', 'ひん']","['口', '品']",['品'],[3],['会意 Com. Ideographic'],[4],[221436],[211039],['P'],目玉,[' eyeball special feature/centerpiece/showpiece/drawcard special program/loss leader sunny-side up fried egg]'],['めだま'],目玉,[' eyeball special feature/centerpiece/showpiece/drawcard special program/loss leader sunny-side up fried egg]'],['めだま']
